Mod:Item:MetaData, Localized Name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gneiss Carmot Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gneiss Carmot Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gneiss Carmot Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gneiss Carmot Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gneiss Carmot Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gneiss Carmot Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Carmot Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Carmot Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Carmot Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Carmot Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Carmot Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Carmot Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Carmot Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Carmot Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Granite Atlarus Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Granite Atlarus Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Granite Atlarus Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Granite Atlarus Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Granite Atlarus Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Granite Atlarus Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Granite Atlarus Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Granite Atlarus Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gneiss Atlarus Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gneiss Atlarus Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gneiss Atlarus Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gneiss Atlarus Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gneiss Atlarus Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gneiss Atlarus Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gneiss Atlarus Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gneiss Atlarus Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Atlarus Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Atlarus Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Atlarus Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Atlarus Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Atlarus Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Atlarus Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Atlarus Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Atlarus Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Granite Infuscolium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Granite Infuscolium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Granite Infuscolium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Granite Infuscolium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Granite Infuscolium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Granite Infuscolium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Granite Infuscolium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Granite Infuscolium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gneiss Infuscolium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gneiss Infuscolium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gneiss Infuscolium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gneiss Infuscolium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gneiss Infuscolium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gneiss Infuscolium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gneiss Infuscolium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gneiss Infuscolium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Infuscolium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Infuscolium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Infuscolium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Infuscolium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Infuscolium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Infuscolium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Infuscolium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Infuscolium Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Granite Adamantine Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Granite Adamantine Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Granite Adamantine Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Granite Adamantine Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Granite Adamantine Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Granite Adamantine Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Granite Adamantine Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Granite Adamantine Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gneiss Adamantine Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gneiss Adamantine Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gneiss Adamantine Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gneiss Adamantine Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gneiss Adamantine Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gneiss Adamantine Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gneiss Adamantine Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gneiss Adamantine Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Adamantine Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Adamantine Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Adamantine Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Adamantine Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Adamantine Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Adamantine Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Adamantine Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Adamantine Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Granite Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Granite Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Granite Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Granite Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Granite Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Granite Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Granite Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Granite Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gneiss Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gneiss Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gneiss Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gneiss Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gneiss Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gneiss Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gneiss Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gneiss Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Granite Deep Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Granite Deep Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Granite Deep Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Granite Deep Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Granite Deep Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Granite Deep Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Granite Deep Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Granite Deep Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gneiss Deep Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gneiss Deep Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gneiss Deep Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gneiss Deep Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gneiss Deep Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gneiss Deep Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gneiss Deep Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gneiss Deep Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Deep Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Deep Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Deep Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Deep Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Deep Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Deep Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Deep Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Deep Iron Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Granite Orichalcum Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Granite Orichalcum Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Granite Orichalcum Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Granite Orichalcum Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Granite Orichalcum Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Granite Orichalcum Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Granite Orichalcum Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Granite Orichalcum Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gneiss Orichalcum Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gneiss Orichalcum Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gneiss Orichalcum Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gneiss Orichalcum Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gneiss Orichalcum Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gneiss Orichalcum Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gneiss Orichalcum Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gneiss Orichalcum Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Orichalcum Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Orichalcum Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Orichalcum Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Orichalcum Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Orichalcum Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Orichalcum Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Orichalcum Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone Orichalcum Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - gt.blockgranites.0.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - gt.blockgranites.1.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - gt.blockgranites.2.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - gt.blockgranites.3.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - gt.blockgranites.4.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - gt.blockgranites.5.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - gt.blockgranites.6.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - gt.blockgranites.7.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - gt.blockgranites.8.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - gt.blockgranites.9.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - gt.blockgranites.10.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - gt.blockgranites.11.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - gt.blockgranites.12.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - gt.blockgranites.13.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - gt.blockgranites.14.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - gt.blockgranites.15.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - gt.blockconcretes.0.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - gt.blockconcretes.1.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - gt.blockconcretes.2.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - gt.blockconcretes.3.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - gt.blockconcretes.4.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - gt.blockconcretes.5.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - gt.blockconcretes.6.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - gt.blockconcretes.7.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - gt.blockconcretes.8.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - gt.blockconcretes.9.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - gt.blockconcretes.10.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - gt.blockconcretes.11.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - gt.blockconcretes.12.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - gt.blockconcretes.13.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - gt.blockconcretes.14.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - gt.blockconcretes.15.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - gt.blockstones.0.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - gt.blockstones.1.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - gt.blockstones.2.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - gt.blockstones.3.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - gt.blockstones.4.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - gt.blockstones.5.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - gt.blockstones.6.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - gt.blockstones.7.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - gt.blockstones.8.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - gt.blockstones.9.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - gt.blockstones.10.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - gt.blockstones.11.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - gt.blockstones.12.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - gt.blockstones.13.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - gt.blockstones.14.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - gt.blockstones.15.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Clay Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dense Clay Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Large Dense Clay Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dense Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Compressed Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Industrial Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Advanced Industrial Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Energetic Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Compressed Energetic Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Double Compressed Energetic Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Triple Compressed Energetic Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Quadruple Compressed Energetic Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Quintuple Compressed Energetic Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sextuple Compressed Energetic Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Septuple Compressed Energetic Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Octuple Compressed Energetic Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Raw Clay Machine Hull
appliedenergistics2:item.ItemFacade:0, Cable Facade - Clay Machine Hull
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dense Clay Machine Hull
appliedenergistics2:item.ItemFacade:0, Cable Facade - Simple Machine Hull
appliedenergistics2:item.ItemFacade:0, Cable Facade - Basic Machine Hull
appliedenergistics2:item.ItemFacade:0, Cable Facade - Advanced Machine Hull
appliedenergistics2:item.ItemFacade:0, Cable Facade - Precision Machine Hull
appliedenergistics2:item.ItemFacade:0, Cable Facade - Clay Steel Machine Hull
appliedenergistics2:item.ItemFacade:0, Cable Facade - Clayium Machine Hull
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ultimate Machine Hull
appliedenergistics2:item.ItemFacade:0, Cable Facade - Antimatter Machine Hull
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pure Antimatter Machine Hull
appliedenergistics2:item.ItemFacade:0, Cable Facade - OEC Machine Hull
appliedenergistics2:item.ItemFacade:0, Cable Facade - OPA Machine Hull
appliedenergistics2:item.ItemFacade:0, Cable Facade - AZ91D Alloy Hull
appliedenergistics2:item.ItemFacade:0, Cable Facade - ZK60A Alloy Hull
appliedenergistics2:item.ItemFacade:0, Cable Facade - Antimatter Resonator
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pure Antimatter Resonator
appliedenergistics2:item.ItemFacade:0, Cable Facade - OEC Resonator
